id;Наименование прокуратуры (SV-0001);REGION;Телефон канцелярии (SV-0004);Электронный адрес канцелярии(SV-0005);Адрес приемной(SV-0006);OKATO;CODE;autokey
136;Прокуратура Плесецкого района Архангельской области;Архангельская область;8 (818-32) 7-14-50;plesetsky@29.mailop.ru;164260, пос. Плесецк, ул. Ленина, д. 22;11;382906870;FED_GENPROK_ORGANIZATION_136
116;Онежская прокуратура по надзору за исполнением законов в исправительных учреждениях Архангельской области;Архангельская область;8 (818-32) 7-17-76;onezhskayaiu@29.mailop.ru;164262, пос. Плесецк, ул. Ленина, д. 22;11;382896472;FED_GENPROK_ORGANIZATION_116
126;Прокуратура г. Северодвинска Архангельской области;Архангельская область;8 (818-4) 50-03-50;severodvinsk@29.mailop.ru;164520, г. Северодвинск, ул. Торцева, д. 16 "А";11;382902000;FED_GENPROK_ORGANIZATION_126
110;Архангельская прокуратура по надзору за исполнением законов в исправительных учреждениях Архангельской области;Архангельская область;8 (818-2) 22-02-62;arhoro@29.mailop.ru;164520, г. Северодвинск, ул. Торцева, д. 16 "А";11;382895761;FED_GENPROK_ORGANIZATION_110
138;Прокуратура Холмогорского района Архангельской области;Архангельская область;8 (818-30) 3-31-40;holmogorsky@29.mailop.ru;164530, с. Холмогоры, ул. Ломоносова, д. 69 "А";11;382907841;FED_GENPROK_ORGANIZATION_138
122;Прокуратура Виноградовского района Архангельской области;Архангельская область;8 (818-31) 2-25-72;vinogradovsky@29.mailop.ru;164570, пос. Березник, ул. Виноградова, д. 92;11;382897575;FED_GENPROK_ORGANIZATION_122
135;Прокуратура Пинежского района Архангельской области;Архангельская область;8 (818-56) 2-13-59;pinezhsky@29.mailop.ru;164600, с. Карпогоры, ул. Теплова, д. 14;11;382906766;FED_GENPROK_ORGANIZATION_135
132;Прокуратура Лешуконского района Архангельской области;Архангельская область;8 (818-33) 3-11-30;leshukonsky@29.mailop.ru;164670, с. Лешуконское, ул. Комсомольская, д. 8;11;382905989;FED_GENPROK_ORGANIZATION_132
133;Прокуратура Мезенского района Архангельской области;Архангельская область;8 (818-48) 9-11-38;mezensky@29.mailop.ru;164750, г. Мезень, ул. Набережная им. В.И. Ленина, д. 25;11;382906297;FED_GENPROK_ORGANIZATION_133
115;Онежская межрайонная прокуратура Архангельской области;Архангельская область;8 (818-39) 7-35-04;onezhsky@29.mailop.ru;164840, г. Онега, ул. Гоголя, д. 11;11;382896277;FED_GENPROK_ORGANIZATION_115
125;Прокуратура г. Новодвинска Архангельской области;Архангельская область;8 (818-52) 4-22-32;novodvinsk@29.mailop.ru;164900, г. Новодвинск, ул. Фронтовых бригад, д. 6, корп. 2;11;382901963;FED_GENPROK_ORGANIZATION_125
119;Прокуратура Вельского района Архангельской области;Архангельская область;8 (818-36) 6-31-50;velsky@29.mailop.ru;165150, г. Вельск, площадь Ленина, д. 29;11;382897107;FED_GENPROK_ORGANIZATION_119
139;Прокуратура Шенкурского района Архангельской области;Архангельская область;8 (818-51) 4-13-13;shenkursky@29.mailop.ru;165160, г. Шенкурск, ул. Ленина, д. 8;11;382907931;FED_GENPROK_ORGANIZATION_139
137;Прокуратура Устьянского района Архангельской области;Архангельская область;8 (818-55) 5-27-29;ustyansky@29.mailop.ru;165210, пос. Октябрьский, ул. Ленина, д. 14;11;382907626;FED_GENPROK_ORGANIZATION_137
114;Котласская транспортная прокуратура Северо-Западной транспортной прокуратуры;Архангельская область;8 (81837) 2-11-61;ktp@sztproc.ru;165300, Архангельская область, г. Котлас, ул. Дзержинского, д. 6;11;388760634;FED_GENPROK_ORGANIZATION_114
113;Котласская межрайонная прокуратура Архангельской области;Архангельская область;8 (818-37) 2-05-60;kotlassky@29.mailop.ru;165300, г. Котлас, ул. Дзержинского, д. 6 "Б";11;382896074;FED_GENPROK_ORGANIZATION_113
130;Прокуратура Красноборского района Архангельской области;Архангельская область;8 (818-40) 3-18-01;krasnoborsky@29.mailop.ru;165430, с. Красноборск, ул. Победы, д. 11;11;382904024;FED_GENPROK_ORGANIZATION_130
120;Прокуратура Верхнетоемского района Архангельской области;Архангельская область;8 (818-54) 3-11-94;verhnetoemsky@29.mailop.ru;165500, с. Верхняя Тойма, ул. Кулижского, д. 18;11;382897356;FED_GENPROK_ORGANIZATION_120
124;Прокуратура г. Коряжма Архангельской области;Архангельская область;8 (818-50) 3-13-33;koryazhma@29.mailop.ru;165654, г. Коряжма, ул. Дыбцына, д. 1;11;382900032;FED_GENPROK_ORGANIZATION_124
121;Прокуратура Вилегодского района Архангельской области;Архангельская область;8 (818-43) 4-12-45;vilegodsky@29.mailop.ru;165680, с. Ильинско-Подомское, ул. Ленина, д. 16 "А";11;382897536;FED_GENPROK_ORGANIZATION_121
131;Прокуратура Ленского района Архангельской области;Архангельская область;8 (818-59) 5-22-28;lensky@29.mailop.ru;165780, с. Яренск, ул. Кишерская, д. 4 "А";11;382905769;FED_GENPROK_ORGANIZATION_131
152;Прокуратура Кировского района г. Астрахани Астраханской области;Астраханская область;8 (8512) 51-75-15;kirovskprok@30.mailop.ru;414000, Астраханская область, город Астрахань , улица М.Аладьина, дом 13;12;382942680;FED_GENPROK_ORGANIZATION_152
158;Прокуратура Советского района г. Астрахани Астраханской области;Астраханская область;8 (8512) 39-41-87;sovetskprok@30.mailop.ru;414000, Астраханская область, город Астрахань, улица Бабушкина, дом 9;12;382947143;FED_GENPROK_ORGANIZATION_158
